stage,Epithelial,Immune,Neuron,Stromal
24hpf,1,0,2,1
72hpf,0.56,0.28,1.69,0.85
21Day,0,0.37,0.74,0
3Month,0.1,0,0,0
22Month,0.41,0,0,0
