stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,0,0,9,1
72hpf,1.13,0,0,0,0.85,2.25
21Day,1.11,0,0,0.74,0.74,2.59
3Month,0.52,0.1,0,0,0,0
22Month,1.91,0,0.14,0.27,0.14,0
