stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,1,0,0,0,1,1
72hpf,0,0.28,0,0,0,0.28,1.97
21Day,0,0,0,0,0.37,0.37,2.59
3Month,0,0.42,0.1,0.1,0,0,0.1
22Month,0,0.96,0,0.14,0,0.14,0
