stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,2,0
72hpf,0.85,0.28,0,0,0,32.13,1.13
21Day,2.59,0.37,0,0.74,1.48,9.99,2.96
3Month,2.5,0,0.52,1.14,0.21,0.1,1.04
22Month,0,0,0.14,0.27,0.14,0,0.14
