stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,0,1,0,0
72hpf,0,0.56,0,0,0,0,1.13,0,0.28
21Day,0,1.48,0,0,0.37,0,0.37,0,0.37
3Month,0.1,3.43,0.21,1.25,2.5,0.1,0.42,0,1.04
22Month,0.41,2.19,0,0.27,1.23,0.14,0,0.27,0.14
