stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,3,0,0,0,10,1
72hpf,0.28,0.56,0,0,0,1.69,1.97
21Day,0,0.74,0,0.37,0.37,0.74,1.11
3Month,0,1.14,5.72,0.21,0,0,0.1
22Month,0,0,0,0.68,0,0,0
