stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0.28,0,0,1.13,0,0
21Day,0.74,0,0,0.74,0.37,0.37
3Month,2.5,0.31,0.1,0,0.21,0
22Month,0.55,0.14,0,0,0,0
