stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,3,0,0,0,12,0,0,4
72hpf,0.56,10.15,0,0,0.28,5.07,0,0.28,3.1
21Day,0.74,21.09,0,1.11,0,3.33,0,0.74,2.59
3Month,0.42,6.97,1.66,1.56,0.31,0.1,0,0.21,0.73
22Month,0.14,5.6,0,0.82,0,0.41,0.41,0,0.14
