stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,9,0
72hpf,11.84,0,0,0,0,7.61,0.28
21Day,8.14,0,0,0.37,0,5.18,0.74
3Month,2.81,0.1,0.1,0.21,0.31,0.1,0
22Month,5.33,0.14,0.68,0.27,0.55,0.27,0.27
