stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,5,0,0,0,0,1,0
72hpf,0,22.83,0,0,0,0.56,3.38,1.13
21Day,0,5.18,0.37,0,1.11,0,1.85,5.18
3Month,0.21,5.62,0,8.01,1.35,0.42,0,0.73
22Month,0,2.32,0,0.82,0.41,0,2.6,0.27
