stage,Epithelial,Germ,Neuron,Secretory,Stromal
24hpf,1,0,1,0,0
72hpf,0,0,0.85,0,0
21Day,0,0,0.37,0,0
3Month,0,0.1,0,0.1,0.1
22Month,0.41,0,0,0,0
