stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,7.05,0,0,0.28,0.56,0.28
21Day,26.27,0,0,0.37,0,0
3Month,3.43,0.1,0.31,0,0,0
22Month,2.19,0.14,0.14,0,0,0
