stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4,0
72hpf,0,0,0,0,0,2.54,0.56
21Day,2.59,0.37,0,0,0,1.85,0
3Month,0.42,0,2.7,0.21,0.1,0,0
