stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,2,2
72hpf,0.28,0,0.28,0,0.28,0.56,0.56
21Day,0.37,0,0,0.37,1.11,0,1.48
