stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,4,0,0,0
72hpf,0,0,0.28,0,0,0.28,3.38,0,0,0
21Day,0,1.11,0,0,0,0.37,9.25,0,0.37,0.74
3Month,0,1.46,0,1.14,0.52,0,3.12,0,0,0.52
22Month,0.14,4.78,0,0.27,1.23,0.14,3.01,0.14,0.14,0.41
