stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,46,0,0,2,2,149,3,0,27
72hpf,1.69,83.71,3.38,0.28,1.69,12.68,299.6,0.56,1.13,87.37
21Day,1.85,135.42,7.77,0,7.4,11.47,118.77,0,7.77,73.26
3Month,4.37,135.43,0.52,16.54,8.01,25.8,6.35,0.31,3.33,36.2
22Month,2.6,42.36,0.55,3.55,6.83,2.46,5.88,3.42,2.6,24.87
