stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0
21Day,1.48,0.37,0,0,0,0,0,0
3Month,8.63,0,0.31,1.56,0.52,0.1,0,0.1
22Month,1.64,0,0,0,0.14,0.14,0.14,0
