stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4,0,1,0,2,0,0,0
72hpf,0.28,1.13,0.28,0.56,0.28,3.1,0,0,0.56
21Day,0.37,2.22,0.74,0.37,0,1.48,0,0,0
3Month,0.62,32.87,0.21,3.22,0.83,0.94,0.1,0.94,0.31
22Month,0.14,13.39,0.14,1.09,0,0.68,0.41,0.14,0
