stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,0,3,0,13,0
72hpf,0.28,0.56,0,9.3,0.56
21Day,0,3.7,0.74,7.77,0.37
3Month,0,0.21,0.21,0.1,0.1
22Month,0,0.14,0,0.14,0
