stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4,0,6,3,37,17
72hpf,0.28,1.13,0,0.28,0,5.07,1.13
21Day,0,0,0,1.11,0,0.74,0.37
3Month,0.1,1.04,0.1,0.73,0.1,0,0
22Month,0.27,4.92,2.46,2.05,0.14,0,0.14
