stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,6,1,0,0,0
72hpf,0,0.56,0,0,1.97,0,0,0,0
21Day,0,0.37,0.37,0,8.51,0.74,0,0.37,0
3Month,0,2.81,0,0.21,16.85,0.1,0,0.1,0.1
22Month,0.14,3.14,0,0,5.47,0.14,0.27,0,0.14
