stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0,0,0.56,1.41,0.56
21Day,0.37,0,0.37,0.74,0.37
22Month,0.27,0.14,0,0,0
