stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,11,196,1,0,29,25,1044,23,1,137
72hpf,9.02,373.73,26.49,1.41,9.02,31,886.13,38.05,7.61,124.86
21Day,9.25,1676.04,174.63,4.07,111.74,92.13,1044.84,2.96,81.4,304.5
3Month,10.61,1541.22,6.76,169.55,119.72,43.38,40.98,1.66,27.56,65.32
22Month,14.89,972.81,6.83,35.12,153.46,23.09,117.93,74.47,17.9,39.76
