stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,2,0,0
72hpf,0,0,0,0,0.28,0,0
21Day,0,0,0,0,1.11,0,0
3Month,0.62,0,0.21,0.1,0,0.1,0
22Month,6.01,0.14,0.82,0.14,0,0.27,0.41
