stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,15,0,0,0,0,0,0
72hpf,0,37.2,0,0,0,2.25,0,0.28
21Day,0,34.78,0.74,0,0.37,0,0,0
3Month,0.1,4.78,0,0.1,0,0,0.1,0
22Month,0,0.41,0,0,0.14,0,0,0
