stage,Epithelial,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,1.41,0.28,0.28,0,0.28,0.85
21Day,1.11,0,0,0,0,0.74
3Month,0.1,0,0,0,0,0.1
