stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0,0.28,0,0,0,0.28,0.28
21Day,0,1.48,1.48,0,0.74,0,0.37
3Month,0.1,3.64,0,0.1,1.04,0,0
22Month,0.14,4.51,0.14,0,1.5,0,0
