stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8,0,0,0,0,43,0,0
72hpf,4.23,0.28,0,0,0.85,38.33,1.13,0.56
21Day,3.33,0.74,0,0.74,1.48,29.6,0.74,0.74
3Month,2.5,0,0.31,0.21,0,0.94,0.1,0.21
22Month,1.23,0,0,0.14,0,0.27,0,0
