stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1
72hpf,0,0,0,1.13,7.61
21Day,0.37,0,0.74,1.11,3.7
3Month,0,0.21,0,0,0.31
