stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,2
72hpf,0.28,0.28,0,23.39,0,0
21Day,0.37,0.74,0,11.84,0,0
3Month,0.73,0,0.21,0,0.21,0
22Month,3.83,0.14,0.82,0.14,0,0
