stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,3,24,0,0,4,10,338,1,0,34
72hpf,4.79,33.54,4.51,2.54,1.69,11.56,175.03,2.54,3.1,62.85
21Day,1.85,56.61,27.01,6.66,16.28,18.13,98.42,0,7.77,54.76
3Month,2.91,79.47,1.46,49.41,10.92,4.16,2.91,0.21,1.35,11.96
22Month,2.87,66.41,0.82,21.86,8.47,1.5,4.1,7.11,1.37,8.47
