stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,0,0,0,0.28,0,0,0
21Day,1.85,0,3.33,0,0,0,0
3Month,1.14,0.1,0.52,0,0,0,0.1
22Month,4.24,0.14,0.82,0,0.14,0.14,0.27
