stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,5,0,0
72hpf,0,0,1.13,0.28,0
21Day,0,0,2.59,0,0
22Month,0.96,0.14,11.48,0.14,0.14
