stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0.56,0,0,2.25,48.2
21Day,0,0,0,0.74,17.76
3Month,0.42,0.42,0.1,0,0.1
22Month,2.87,0.14,0.14,0,0.14
