stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,7,0,0,0,8,0,5
72hpf,1.97,0,0,0.56,4.51,0.56,3.1
21Day,3.33,0,1.48,1.11,4.07,0.74,9.25
3Month,5.93,0.21,2.18,1.14,0.42,0.52,0.42
22Month,1.09,0,0.41,0,0,0,0.14
