stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,2,0,0,0,0,13,0,3
72hpf,0,0.56,0.28,0,0,0,2.54,0.28,1.13
21Day,0,1.85,0.37,0,0.37,0.37,1.48,0,0.37
3Month,0.1,2.5,0,0.73,0.31,0.1,0.1,0,0
22Month,0.14,0.82,0,0.27,0.68,0,0,0.14,0.41
