stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,0,0,0,0,0,0
72hpf,1.97,0,0,0,0,0.56,6.2,1.41
21Day,1.85,0,0.37,0,0.37,0.37,1.85,1.11
3Month,1.98,0.31,0,0.1,0.42,0.21,0,0.62
22Month,0.55,0.41,0,0.14,0.27,0,0,0.27
