stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,2,0,0,3,0,0
72hpf,0,0.56,0,0,3.66,0,0
21Day,0,1.11,0.74,0.37,0.37,0,0
3Month,0,2.6,13.21,0.42,0,0.31,0.31
22Month,0.14,0.41,1.91,0,0.14,0.14,0
