stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,10,0,0,2
72hpf,1.69,0,0,1.41,0,0,0
21Day,1.85,0,0,0.37,0,0,0.37
3Month,4.68,4.26,0.31,0,0,0.1,0
22Month,0.82,0.14,0,0,0.14,0,0
