stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,7,0,0
72hpf,0.56,0,0,3.1,0,0
21Day,0.37,0.37,1.11,0.37,0.37,1.11
