stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,0
72hpf,0,0,0,0,0.56,0,0
21Day,0,0.37,0.37,0,0,0,0.74
3Month,0.21,14.67,0.73,0.42,0.1,0.1,0.31
22Month,0.14,0.96,0,0,0,0,0
