stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0
72hpf,0,0,0.28,7.61,0,0
21Day,0,0.37,0,9.25,0,0
3Month,0.73,0.52,0,0.21,0,0
22Month,4.51,1.09,0,0.41,0.14,0.27
