stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.56,0,0,0,0,0,0,0
21Day,0.37,0.37,0,0,0,0,0,0
3Month,6.55,3.74,0.83,0.62,0,0,0,0.21
22Month,10.11,0.68,3.42,0.55,0.14,1.09,0.27,0.27
