stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0
72hpf,0,1.13,0.28,0,0,4.51,0,0
21Day,0,0.37,0.37,0,0.37,5.55,0,1.48
3Month,0,1.04,0,0.21,0,0,0.1,0.21
22Month,0.27,1.91,0,0.27,0.27,0,0,0.27
