stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,9,0,1,2,20,0,4
72hpf,2.54,0.28,0,0,1.13,0,0
22Month,0.68,2.46,0,0,0,0.14,0
