stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,1,0,2,0,9,0,1
72hpf,0.28,0,0,0,0.56,2.25,0.28,0.28
21Day,4.07,0.74,0,1.48,1.48,2.22,0.37,2.59
3Month,2.91,0.1,0.1,0.42,0.1,0,0,0.52
22Month,3.69,0,0,0.41,0,0,0,0.41
