stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,2,32,0,0
72hpf,0,0,0,0,0.85,0,14.66
21Day,0,1.11,0,0,0.74,0.37,10.73
3Month,0.1,0.52,0.1,0.1,0,0,0.1
22Month,0,0.55,0.14,0,0,0.14,0.14
