stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,0,3,1
72hpf,0,0.85,0.28,0,0.28,0,2.82,0.56
21Day,0,0.37,0.74,0,0.37,0.37,4.81,2.59
3Month,0,5.62,0.1,0.73,0.73,0.42,0,0
22Month,0.27,1.78,0,0,0.41,0,0,0.27
