stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,1,1,19,0,0
72hpf,0,0,0,1.13,0,0.28
21Day,0.37,0,0,0,0.37,0.37
3Month,0.83,0.1,0,0,0,0
22Month,0.27,0,0,0,0,0.14
