stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,2,0,1,0,5,0
72hpf,0.85,0.28,0.28,0.28,7.89,0
21Day,1.85,0.37,0.37,1.11,6.29,1.48
