stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1
72hpf,0,0,0,3.66,0,0
21Day,0.74,0.74,0.37,1.85,0.74,0.74
22Month,0.68,0,0,0,0,0
