stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,2,0
72hpf,0.85,0,0,0,1.69,0
21Day,0.37,0.37,0,3.33,0.74,1.48
3Month,1.87,0,1.98,0.73,0,0.1
22Month,3.01,0.14,0.14,0.68,0,0.55
