stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,5,0,0,0
72hpf,0.28,0,0,0,2.82,0,0,0
21Day,0.37,0,0,0,3.33,0,0,0.37
3Month,3.33,10.92,0.42,0.73,0.52,0,0.94,0.1
22Month,3.96,8.88,0.55,0,0.14,0.14,1.09,0.14
