stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,0,1
72hpf,0,0,0,3.66,0,0
21Day,0,0,0.37,0.74,0,0
3Month,0.31,0.21,0,0,0,0
22Month,1.09,0,0.27,0,0.14,0
