stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,0,12,0,0
72hpf,0,0,0,0,2.54,0,0.28
21Day,0,0,0,0.37,0,0,0.37
3Month,0.83,0.62,0.31,0,0.21,0.1,0.21
22Month,2.32,0.41,0,0,0,0,0.14
