stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,8,0,3
72hpf,1.13,0.56,0,0,0.28,4.23,0,1.41
21Day,1.48,1.11,0,1.11,0,1.85,0,2.22
3Month,1.14,0,0.21,0.21,0,0.1,0.1,0.21
