stage,Epithelial,Immune,Neuron,Secretory,Stromal
72hpf,0.28,0.28,0,0.56,0
21Day,2.96,0.37,0.74,14.06,1.11
3Month,0.42,0,0,0.73,0
22Month,1.78,1.37,0,0.14,0
