stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,1
72hpf,0.56,0.28,0,0,0.56,0.56
21Day,1.48,0,0.37,0.37,1.48,1.11
22Month,0.55,0,0.27,0,0,0
