stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0.56,0.56,0,0,0,0,0.28
21Day,0,0,0,0.37,0.37,0.37,0
3Month,4.99,0,0.1,0.1,0,0,0.1
22Month,0.27,0,0,0.27,0,0,0
