stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0,4.79,0,0,0,0.85,0
21Day,0,3.7,0,0,0,0,0
3Month,0.1,8.95,0.1,0.31,0.42,0,0.31
22Month,0,0.41,0,0.14,0,0,0
