stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,1,0,1,0,6,0,0,0
72hpf,1.41,5.64,0,0,0,8.74,0,0,1.41
21Day,2.22,7.77,0,0.74,1.11,6.66,0,0.37,0.74
3Month,14.98,0.42,5.3,2.29,0.62,12.38,0,0.83,1.25
22Month,11.89,0.41,1.09,1.78,0.55,2.87,0.14,0.27,0.55
