stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,0,0.56,0,0,0,0.28
21Day,0,0.37,0.37,1.11,0.74,3.33
3Month,0.1,0,0,0.52,0,1.35
22Month,0.41,0,0.55,0.68,0,0.41
