stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,0,0
72hpf,18.88,0.28,0,0,1.41,0.28,0
21Day,8.51,0,0,0,0,0,0.74
3Month,1.98,0,0.31,0.1,0,0,0
