stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,3,0,0
72hpf,0,0,0,0,0,7.61,0,0
21Day,0.74,1.85,0,0,0.74,33.67,0.37,1.11
3Month,1.04,0,0,0.1,0,0,0,0
22Month,2.05,0,0.55,0.55,0.14,48.24,0.14,0.55
